,Title,Location,Area Per Sqft,Builder,Status,Price in Lakhs
11515,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11516,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11517,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11518,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11519,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11520,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11521,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11522,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11523,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11524,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11525,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11526,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11527,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11528,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11529,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11530,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11531,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11532,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11533,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11534,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11535,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11536,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11537,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11538,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11539,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11540,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11541,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11542,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11543,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11544,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11545,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11546,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11547,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11548,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11549,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11550,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11551,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11552,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11553,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11554,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11555,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11556,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11557,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11558,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11559,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11560,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11561,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11562,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11563,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11564,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11565,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11566,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11567,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11568,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11569,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11570,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11571,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11572,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11573,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11574,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11575,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11576,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11577,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11578,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11579,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11580,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11581,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11582,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11583,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11584,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11585,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11586,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11587,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11588,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11589,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11590,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11591,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11592,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11593,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11594,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11595,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11596,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11597,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11598,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11599,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11600,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11601,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11602,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11603,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11604,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11605,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11606,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11607,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11608,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11609,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11610,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11611,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11612,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11613,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11614,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11615,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11616,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11617,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11618,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11619,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11620,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11621,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11622,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11623,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11624,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11625,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11626,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11627,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11628,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11629,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11630,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11631,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11632,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11633,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11634,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11635,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11636,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11637,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11638,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11639,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11640,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11641,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11642,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11643,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11644,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11645,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11646,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11647,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11648,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11649,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11650,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11651,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11652,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11653,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11654,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11655,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11656,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11657,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11658,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11659,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11660,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11661,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11662,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11663,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11664,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11665,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11666,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11667,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11668,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11669,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11670,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11671,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11672,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11673,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11674,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11675,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11676,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11677,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11678,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11679,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11680,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11681,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11682,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11683,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11684,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11685,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11686,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11687,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11688,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11689,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11690,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11691,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11692,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11693,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11694,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11695,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11696,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11697,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11698,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11699,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11700,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11701,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11702,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11703,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11704,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11705,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11706,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11707,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11708,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11709,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11710,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11711,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11712,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11713,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11714,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11715,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11716,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11717,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11718,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11719,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11720,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11721,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11722,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11723,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11724,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11725,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11726,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11727,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11728,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11729,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11730,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11731,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11732,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11733,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11734,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11735,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11736,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11737,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11738,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11739,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11740,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11741,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11742,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11743,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11744,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11745,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11746,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11747,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11748,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11749,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11750,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11751,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11752,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11753,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11754,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11755,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11756,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11757,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11758,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11759,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11760,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11761,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11762,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11763,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11764,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11765,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11766,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11767,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11768,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11769,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11770,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11771,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11772,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11773,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11774,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11775,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11776,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11777,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11778,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11779,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11780,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11781,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11782,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11783,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11784,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11785,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11786,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11787,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11788,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11789,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11790,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11791,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11792,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11793,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11794,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11795,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11796,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11797,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11798,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11799,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11800,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11801,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11802,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11803,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11804,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11805,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11806,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11807,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11808,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11809,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11810,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11811,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11812,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11813,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11814,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11815,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11816,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11817,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11818,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11819,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11820,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11821,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
